prediction,true
0.11770279,1.036
-0.11334685,-0.412
0.06428677,-0.198
-0.04881731,-0.208
-0.04624817,0.893
-0.41955029,-0.775
0.24633604,-0.431
0.16101991,-0.36
-0.1459062,-0.489
-0.2601652,0.831
0.19723523,-0.353
-0.30203036,-0.135
0.04492786,-0.508
-0.17170089,0.182
-0.46052897,-0.57
0.56068418,0.903
-0.05331927,0.677
-0.16421307,0.832
0.58400876,-0.208
0.20149531,-1.384
0.43887101,-0.247
-0.07131943,0.381
0.274594,0.705
0.09762466,-0.494
-0.12206878,0.185
0.21315198,-0.43
-0.08954989,-0.439
0.12995528,1.238
-0.10784059,-0.665
-0.21856848,1.209
0.49035379,0.472
-0.35492921,0.077
-0.16523217,-0.417
0.03464422,-0.036
0.11540172,0.466
-0.15692895,-0.204
-0.03288561,-0.597
0.06607144,-0.181
-0.3412139,0.549
0.03093698,-0.474
0.89055149,0.207
0.45863229,-0.272
-0.11968527,0.442
-0.11429225,-0.572
0.55721359,1.202
-0.09178195,-0.208
0.21148113,-0.272
-0.08570903,-0.702
-0.03509569,0.258
-0.01960913,0.721
0.36453394,1.33
0.00063838,-0.208
-0.17109433,-0.361
0.09605488,-0.513
0.34325647,-0.726
-0.02773411,-0.292
0.15077853,-0.48
-0.13775412,-0.286
0.42057713,1.261
-0.21803285,-0.158
-0.40111382,-1.003
0.51212835,0.956
-0.08442297,-0.329
-0.30764878,-0.725
0.16462055,-0.495
-0.34983151,-0.18
0.05342571,-0.517
-0.08495189,-0.316
0.19107549,0.042
0.18792288,-0.449
-0.14751556,-0.904
-0.44127803,-0.533
0.4190757,-0.483
0.06423233,0.401
-0.01247668,-0.412
-0.5762715,-0.418
0.19226898,0.127
-0.28364877,-0.483
0.05356301,-0.284
-0.16009273,-0.178
-0.18494944,0.251
-0.19633832,-0.208
0.59035658,1.012
-0.07537865,0.643
0.7571878,-0.264
-0.33273452,-0.436
0.23275099,-0.124
0.0566951,0.493
0.09140966,1.457
-0.38557782,-0.807
0.24863867,0.408
-0.10630245,-0.727
-0.01014764,-0.776
0.09126821,-0.536
0.34124028,-0.011
0.229698,-1.397
-0.11594723,-0.208
-0.34728524,0.386
0.1220311,0.193
0.06744571,0.383
-0.05788214,0.991
0.08496466,-0.466
-0.00705672,-0.207
0.01886526,0.353
-0.523403,-0.615
-0.07394421,0.652
0.02407883,1.57
-0.05649572,-0.695
-0.00823072,1.239
-0.33237987,-0.768
0.36150444,0.237
0.08567019,-0.247
-0.28266641,0.328
0.13493976,-0.264
0.63815452,0.812
-0.19471304,-1.005
0.0287299,-0.396
0.05619709,-0.222
-0.52797723,-0.564
-0.07228965,0.53
0.35963177,-0.685
0.05830571,-0.302
0.65700355,1.084
0.08449826,0.814
-0.43838024,-1.294
-0.06154049,-0.54
-0.06931727,0.521
-0.37470388,-0.411
0.00508491,-0.247
0.07567561,-0.324
0.03205712,1.01
0.21305026,0.036
-0.20720924,0.126
-0.015102,0.14
-0.29986436,-0.368
0.2393189,0.729
0.50546244,0.777
-0.38214497,-0.249
-0.11375355,1.181
0.03396563,-0.559
0.21813539,-0.467
-0.48216487,-0.441
0.47651255,0.163
0.14454702,0.357
0.34020018,-0.124
0.10785522,0.557
0.2269928,-0.231
0.20888373,1.723
-0.04360093,0.352
-0.09636706,-0.335
0.08517657,-0.814
-0.14430343,-0.729
0.14653147,-0.007
-0.43888912,0.893
-0.28076131,-0.354
0.09783076,0.68
0.07075651,0.345
-0.3418283,-0.208
-0.15765058,-0.182
0.23076498,0.801
0.34633072,0.554
-0.29167373,-0.655
0.00441721,0.37
0.09397716,-0.208
0.03828877,-0.286
0.40135662,-0.121
0.18691469,0.444
-0.47131586,-0.363
-0.22886279,-0.433
0.09676818,0.124
-0.26066616,-0.208
0.40601473,-0.181
-0.21819838,-0.568
-0.10849023,-0.989
0.212474,0.3
0.08852313,0.476
0.06525217,-0.498
0.08569759,-0.915
0.19790475,0.181
0.26149567,0.375
0.05787026,-0.208
0.38482039,-0.27
0.00084879,0.287
0.10933405,-0.688
-0.31073471,-0.436
-0.39772109,-0.04
0.31155455,-0.7
0.38517221,-0.573
-0.10328785,-0.442
0.6085793,1.292
0.28434207,-0.272
0.21306607,-0.208
0.34807219,-0.77
-0.39567737,0.203
-0.28149513,-0.095
0.02597768,-0.676
0.13867394,-0.509
-0.32572189,-0.518
-0.34659687,-0.208
-0.07983578,0.096
0.02741473,-0.405
-0.10524769,1.246
0.5497,-0.147
-0.23368149,1.19
-0.06002195,0.185
-0.14495102,-0.052
-0.24199213,-0.516
0.03174436,-0.537
0.44004803,0.031
0.0732128,1.406
-0.27078972,-1.075
0.63155014,-0.208
-0.04815533,-0.862
-0.2366655,-0.662
-0.38458942,0.594
-0.05310994,0.48
0.34022441,-0.208
-0.32731989,-0.127
-0.11096022,0.492
0.38913724,-0.792
0.04162885,-0.314
