prediction,true
-0.17386015,-0.148
0.14778733,-0.173
-0.22359154,-0.663
-0.18916404,1.085
-0.34164997,-0.5
0.02144525,0.937
-0.16703415,0.42
0.04985244,-1.42
-0.30350675,-0.464
-0.19506196,-0.462
-0.35471568,-0.189
-0.58965305,0.253
-0.41440028,0.99
0.27988682,0.43
-0.12289661,-0.021
0.39944337,0.449
-0.28354088,-0.033
-0.38942376,0.922
-0.06224748,0.297
0.36525225,0.478
0.09186013,2.009
-0.27981228,-0.49
-0.05844198,0.942
-0.25692512,0.391
-0.05008514,-0.583
-0.33592165,-0.189
-0.16645144,-0.686
-0.04299346,-0.095
-0.1056829,0.082
-0.14230734,0.281
0.16973761,1.437
0.13960908,-0.647
-0.36103364,0.996
-0.30873721,0.072
-0.33387884,0.179
-0.6133989,-1.337
-0.39473566,1.248
-0.6230228,-0.416
-0.37324625,-0.016
-0.39455159,-0.154
-0.06864655,-0.225
-0.24890354,-0.778
0.14010938,0.119
0.34979535,0.806
0.32603312,1.558
-0.44725186,0.225
-0.23564017,0.658
-0.27723291,-0.186
-0.07652094,1.343
0.32777537,0.204
-0.33923911,-0.472
-0.04358084,0.141
-0.0182591,-0.308
-0.56515477,-1.735
0.02707107,0.012
0.18140439,-1.129
0.00274816,-0.378
0.1223444,-0.225
-0.09358024,0.332
0.09951788,-0.706
0.46116028,0.744
-0.4870205,-0.433
0.34985634,-0.093
-0.16223277,-0.338
-0.18034274,-1.357
-0.26630607,-0.142
-0.21771608,-0.227
0.1885719,0.013
0.22421166,-0.67
0.03183543,0.664
-0.39215919,-0.744
0.38015499,-0.376
-0.15131684,0.426
-0.16597102,0.317
-0.11015671,0.015
-0.15704915,0.312
0.12587588,0.21
-0.16856115,-0.528
-0.25941735,-0.539
0.15972877,-0.425
0.19609936,0.773
0.12148553,-0.775
-0.06262709,0.486
0.48635513,-0.325
0.20762057,-0.426
0.26433009,0.438
-0.13445987,-0.189
0.0904144,-0.424
0.29611492,0.836
-0.00725295,0.307
-0.06991519,-0.209
-0.13554129,0.89
-0.14025484,-0.189
-0.47213805,0.465
0.02042062,-0.329
-0.14906067,-0.621
0.44902772,-0.906
-0.13780792,1.65
0.06970357,-0.832
-0.0410965,-0.189
0.3267505,-0.601
0.14363046,1.391
-0.23315829,-0.231
0.25675794,-0.658
-0.01244082,-0.661
-0.86864663,0.013
0.00319615,0.667
0.05637318,1.876
0.17395322,0.656
-0.13035636,-0.189
-0.06093343,-0.573
-0.12098473,-0.555
0.27916242,-0.866
-0.30302863,-0.021
0.15004783,1.414
0.21949902,0.92
0.23920802,0.024
-0.1476225,0.977
-0.35814743,-1.001
-0.01850981,-0.248
0.42764703,-0.189
0.1013371,2.172
-0.02058811,0.368
0.05272055,0.446
0.04431965,-0.579
0.32564583,0.931
-0.26095002,0.317
-0.26143284,-0.189
0.26534965,-0.662
0.44939034,-0.373
-0.29389359,-0.076
0.06981138,-0.399
-0.1789914,-0.23
-0.03655841,0.609
0.12645692,-0.533
0.31701226,0.123
-0.74281911,-0.213
0.15153269,0.151
0.36414893,0.555
0.13737151,-0.296
0.23991726,-0.189
0.22010948,1.356
-0.1240947,0.59
-0.07924746,-0.699
-1.01843982,-0.316
0.2880649,-0.189
-0.44855449,0.548
-0.08475592,0.061
-0.06633364,0.757
-0.28937128,-0.863
-0.27560535,-0.767
-0.27607165,-0.313
-0.20303747,1.496
0.00341086,-0.189
0.00848342,-1.782
-0.8477023,-0.929
-0.27823377,-0.768
-0.09406755,0.712
0.27467791,0.301
-0.45663605,-0.472
-0.20629701,-0.189
0.25310332,-0.067
-0.25518266,-0.539
-0.12476265,-1.798
0.13023693,-0.178
-0.18486595,-0.361
-0.20007058,-0.597
-0.1152478,-0.225
-0.17295343,-0.711
0.24148739,-0.34
0.14335724,-0.06
0.2554683,-0.726
0.17406845,0.507
-0.14560637,0.138
-0.31399571,-0.225
-0.6083874,-0.384
0.215289,0.077
0.05138964,1.025
0.31522198,-0.402
-0.08089675,0.172
-0.29913258,1.095
-0.2398276,0.485
0.12173626,-0.902
-0.37473954,1.201
-0.09869837,-0.02
